


Bayesian estimates
==================

Locus Parameter        2.5%      25.0%    mode     75.0%   97.5%     median   mean
   38  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   668.22
   38  M_7->8             0.00     0.00  1525.88 28076.17 64086.91 28381.35   777.41
   38  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   727.82
   38  D_6->1          0.00000  0.00033  0.00117  0.00193  0.00373  0.00163  0.00121
   38  D_2->3          0.00000  0.00027  0.00110  0.00187  0.00387  0.00163  0.00120
   38  D_3->4          0.00000  0.00047  0.00143  0.00227  0.00420  0.00183  0.00152
   38  D_4->5          0.00000  0.00047  0.00143  0.00227  0.00420  0.00183  0.00153
   38  D_5->6          0.00000  0.00053  0.00143  0.00233  0.00427  0.00183  0.00156
   38  D_6->7          0.00000  0.00040  0.00130  0.00213  0.00413  0.00177  0.00141
   38  D_7->8          0.00000  0.00033  0.00130  0.00207  0.00407  0.00170  0.00137
   38  D_8->9          0.00000  0.00033  0.00117  0.00193  0.00380  0.00163  0.00122
   39  Theta_1         0.00049  0.00126  0.00175  0.00231  0.00369  0.00193  0.00202
   39  Theta_2         0.00006  0.00065  0.00103  0.00139  0.00216  0.00108  0.00111
   39  Theta_3         0.00010  0.00078  0.00122  0.00171  0.00300  0.00138  0.00148
   39  Theta_4         0.00047  0.00122  0.00168  0.00220  0.00351  0.00183  0.00192
   39  Theta_5         0.00097  0.00180  0.00232  0.00290  0.00438  0.00248  0.00257
   39  Theta_6         0.00062  0.00140  0.00188  0.00239  0.00365  0.00201  0.00208
   39  Theta_7         0.00056  0.00131  0.00179  0.00231  0.00362  0.00193  0.00202
   39  Theta_8         0.00066  0.00148  0.00199  0.00255  0.00399  0.00214  0.00223
   39  Theta_9         0.00106  0.00198  0.00252  0.00313  0.00450  0.00266  0.00272
   39  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   906.31
   39  M_3->4             0.00     0.00  1525.88 28076.17 64086.91 28381.35   772.06
   39  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   712.39
   39  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   717.59
   39  M_6->7             0.00     0.00  1525.88 28076.17 64086.91 28381.35   767.64
   39  M_7->8             0.00     0.00  1525.88 28076.17 64086.91 28381.35   795.21
   39  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   742.63
   39  D_6->1          0.00000  0.00020  0.00097  0.00167  0.00333  0.00143  0.00097
   39  D_2->3          0.00000  0.00013  0.00090  0.00160  0.00327  0.00143  0.00096
   39  D_3->4          0.00000  0.00020  0.00103  0.00173  0.00333  0.00150  0.00104
   39  D_4->5          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00111
   39  D_5->6          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00113
   39  D_6->7          0.00000  0.00027  0.00103  0.00180  0.00347  0.00157  0.00109
   39  D_7->8          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00111
   39  D_8->9          0.00000  0.00027  0.00110  0.00180  0.00353  0.00157  0.00113
   40  Theta_1         0.00055  0.00134  0.00183  0.00240  0.00383  0.00201  0.00210
   40  Theta_2         0.00016  0.00080  0.00121  0.00161  0.00255  0.00128  0.00133
   40  Theta_3         0.00015  0.00084  0.00128  0.00177  0.00308  0.00143  0.00153
   40  Theta_4         0.00052  0.00128  0.00174  0.00228  0.00358  0.00190  0.00198
   40  Theta_5         0.00098  0.00188  0.00240  0.00298  0.00439  0.00254  0.00262
   40  Theta_6         0.00060  0.00137  0.00185  0.00236  0.00370  0.00199  0.00207
   40  Theta_7         0.00060  0.00140  0.00190  0.00244  0.00377  0.00204  0.00212
   40  Theta_8         0.00068  0.00151  0.00202  0.00258  0.00392  0.00217  0.00225
   40  Theta_9         0.00107  0.00200  0.00254  0.00317  0.00466  0.00271  0.00280
   40  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   825.79
   40  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   736.80
   40  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   680.29
   40  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   710.46
   40  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   748.70
   40  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   750.57
   40  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   708.13
   40  D_6->1          0.00000  0.00020  0.00097  0.00167  0.00333  0.00150  0.00101
   40  D_2->3          0.00000  0.00020  0.00097  0.00167  0.00333  0.00150  0.00099
   40  D_3->4          0.00000  0.00020  0.00103  0.00173  0.00333  0.00150  0.00105
   40  D_4->5          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00112
   40  D_5->6          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00112
   40  D_6->7          0.00000  0.00027  0.00103  0.00180  0.00340  0.00150  0.00108
   40  D_7->8          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00111
   40  D_8->9          0.00000  0.00027  0.00110  0.00187  0.00353  0.00157  0.00117
   41  Theta_1         0.00063  0.00159  0.00222  0.00291  0.00487  0.00244  0.00260
   41  Theta_2         0.00007  0.00074  0.00117  0.00165  0.00282  0.00132  0.00140
   41  Theta_3         0.00032  0.00119  0.00179  0.00252  0.00455  0.00209  0.00226
   41  Theta_4         0.00065  0.00154  0.00219  0.00295  0.00510  0.00251  0.00269
   41  Theta_5         0.00173  0.00306  0.00396  0.00464  0.00663  0.00396  0.00406
   41  Theta_6         0.00111  0.00225  0.00302  0.00370  0.00558  0.00315  0.00327
   41  Theta_7         0.00099  0.00194  0.00262  0.00350  0.00552  0.00300  0.00317
   41  Theta_8         0.00104  0.00210  0.00284  0.00367  0.00582  0.00313  0.00330
   41  Theta_9         0.00165  0.00273  0.00343  0.00436  0.00669  0.00376  0.00390
   41  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   888.84
   41  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   708.77
   41  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   648.22
   41  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   634.15
   41  M_6->7             0.00     0.00  1525.88 28076.17 64697.27 28381.35   824.94
   41  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   737.34
   41  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   601.42
   41  D_6->1          0.00000  0.00040  0.00130  0.00207  0.00393  0.00170  0.00135
   41  D_2->3          0.00000  0.00020  0.00110  0.00180  0.00360  0.00157  0.00112
   41  D_3->4          0.00000  0.00040  0.00130  0.00207  0.00393  0.00170  0.00138
   41  D_4->5          0.00000  0.00047  0.00137  0.00220  0.00400  0.00177  0.00143
   41  D_5->6          0.00000  0.00047  0.00143  0.00220  0.00407  0.00177  0.00149
   41  D_6->7          0.00000  0.00027  0.00117  0.00187  0.00373  0.00163  0.00120
   41  D_7->8          0.00000  0.00033  0.00123  0.00200  0.00387  0.00163  0.00129
   41  D_8->9          0.00000  0.00053  0.00143  0.00227  0.00420  0.00183  0.00150
   42  Theta_1         0.00051  0.00142  0.00204  0.00279  0.00477  0.00232  0.00247
   42  Theta_2         0.00009  0.00074  0.00120  0.00169  0.00292  0.00136  0.00144
   42  Theta_3         0.00020  0.00108  0.00170  0.00247  0.00457  0.00204  0.00222
   42  Theta_4         0.00107  0.00206  0.00280  0.00364  0.00594  0.00311  0.00328
   42  Theta_5         0.00160  0.00270  0.00367  0.00468  0.00715  0.00410  0.00430
   42  Theta_6         0.00137  0.00241  0.00320  0.00414  0.00665  0.00359  0.00382
   42  Theta_7         0.00079  0.00177  0.00249  0.00322  0.00530  0.00273  0.00290
   42  Theta_8         0.00106  0.00209  0.00280  0.00376  0.00616  0.00323  0.00341
   42  Theta_9         0.00169  0.00277  0.00354  0.00455  0.00692  0.00396  0.00413
   42  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   964.32
   42  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   669.84
   42  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   569.45
   42  M_5->6             0.00     0.00  1525.88 28076.17 64697.27 28381.35   795.23
   42  M_6->7             0.00     0.00  1525.88 28076.17 64086.91 28381.35   741.81
   42  M_7->8             0.00     0.00  1525.88 28076.17 64697.27 28381.35   807.43
   42  M_8->9             0.00     0.00  1525.88 28076.17 64697.27 28381.35   819.64
   42  D_6->1          0.00000  0.00040  0.00130  0.00207  0.00400  0.00170  0.00136
   42  D_2->3          0.00000  0.00027  0.00117  0.00193  0.00393  0.00163  0.00124
   42  D_3->4          0.00000  0.00040  0.00130  0.00213  0.00413  0.00177  0.00141
   42  D_4->5          0.00000  0.00040  0.00130  0.00213  0.00393  0.00177  0.00140
   42  D_5->6          0.00000  0.00040  0.00130  0.00213  0.00420  0.00177  0.00140
   42  D_6->7          0.00000  0.00027  0.00103  0.00180  0.00360  0.00157  0.00109
   42  D_7->8          0.00000  0.00033  0.00117  0.00193  0.00387  0.00163  0.00123
   42  D_8->9          0.00000  0.00047  0.00143  0.00227  0.00433  0.00183  0.00153
   43  Theta_1         0.00062  0.00151  0.00205  0.00269  0.00430  0.00226  0.00238
   43  Theta_2         0.00004  0.00063  0.00101  0.00137  0.00216  0.00107  0.00110
   43  Theta_3         0.00010  0.00079  0.00125  0.00175  0.00306  0.00141  0.00151
   43  Theta_4         0.00049  0.00127  0.00175  0.00228  0.00360  0.00189  0.00198
   43  Theta_5         0.00094  0.00177  0.00229  0.00286  0.00425  0.00244  0.00252
   43  Theta_6         0.00054  0.00128  0.00175  0.00224  0.00354  0.00188  0.00196
   43  Theta_7         0.00052  0.00129  0.00175  0.00228  0.00355  0.00190  0.00197
   43  Theta_8         0.00052  0.00131  0.00180  0.00233  0.00372  0.00195  0.00204
   43  Theta_9         0.00104  0.00195  0.00251  0.00308  0.00452  0.00263  0.00271
   43  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   898.60
   43  M_3->4             0.00     0.00  1525.88 28076.17 64697.27 28381.35   821.77
   43  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   700.78
   43  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   702.58
   43  M_6->7             0.00     0.00  1525.88 28076.17 64697.27 28381.35   810.60
   43  M_7->8             0.00     0.00  1525.88 28076.17 64086.91 28381.35   768.23
   43  M_8->9             0.00     0.00  1525.88 28076.17 64086.91 28381.35   758.18
   43  D_6->1          0.00000  0.00013  0.00090  0.00160  0.00313  0.00143  0.00089
   43  D_2->3          0.00000  0.00013  0.00090  0.00160  0.00333  0.00143  0.00096
   43  D_3->4          0.00000  0.00020  0.00103  0.00173  0.00340  0.00150  0.00105
   43  D_4->5          0.00000  0.00027  0.00110  0.00187  0.00353  0.00157  0.00115
   43  D_5->6          0.00000  0.00027  0.00110  0.00180  0.00353  0.00157  0.00112
   43  D_6->7          0.00000  0.00027  0.00103  0.00180  0.00347  0.00157  0.00110
   43  D_7->8          0.00000  0.00027  0.00110  0.00180  0.00360  0.00157  0.00112
   43  D_8->9          0.00000  0.00027  0.00110  0.00180  0.00353  0.00157  0.00113
   44  Theta_1         0.00057  0.00140  0.00191  0.00250  0.00392  0.00209  0.00218
   44  Theta_2         0.00016  0.00080  0.00119  0.00158  0.00246  0.00125  0.00130
   44  Theta_3         0.00018  0.00089  0.00134  0.00185  0.00321  0.00150  0.00161
   44  Theta_4         0.00060  0.00141  0.00191  0.00243  0.00371  0.00203  0.00210
   44  Theta_5         0.00109  0.00199  0.00252  0.00313  0.00458  0.00268  0.00277
   44  Theta_6         0.00072  0.00152  0.00201  0.00257  0.00392  0.00216  0.00224
   44  Theta_7         0.00062  0.00142  0.00191  0.00247  0.00385  0.00207  0.00216
   44  Theta_8         0.00065  0.00147  0.00197  0.00253  0.00394  0.00213  0.00222
   44  Theta_9         0.00114  0.00207  0.00263  0.00325  0.00479  0.00280  0.00290
   44  M_2->3             0.00     0.00  1525.88 28076.17 64086.91 28381.35   786.71
   44  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   737.85
   44  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   673.69
   44  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   674.66
   44  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   712.28
   44  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   705.21
   44  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   693.70
   44  D_6->1          0.00000  0.00020  0.00103  0.00173  0.00340  0.00150  0.00105
   44  D_2->3          0.00000  0.00020  0.00097  0.00167  0.00327  0.00150  0.00099
   44  D_3->4          0.00000  0.00020  0.00103  0.00173  0.00333  0.00150  0.00106
   44  D_4->5          0.00000  0.00033  0.00110  0.00187  0.00340  0.00157  0.00115
   44  D_5->6          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00111
   44  D_6->7          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00111
   44  D_7->8          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00112
   44  D_8->9          0.00000  0.00033  0.00117  0.00193  0.00360  0.00157  0.00119
   45  Theta_1         0.00056  0.00148  0.00207  0.00284  0.00507  0.00240  0.00260
   45  Theta_2         0.00005  0.00071  0.00114  0.00165  0.00285  0.00132  0.00139
   45  Theta_3         0.00005  0.00081  0.00132  0.00201  0.00381  0.00164  0.00180
   45  Theta_4         0.00065  0.00164  0.00230  0.00320  0.00555  0.00269  0.00289
   45  Theta_5         0.00170  0.00288  0.00356  0.00482  0.00725  0.00423  0.00440
   45  Theta_6         0.00078  0.00166  0.00235  0.00304  0.00504  0.00258  0.00273
   45  Theta_7         0.00107  0.00211  0.00280  0.00380  0.00626  0.00324  0.00346
   45  Theta_8         0.00089  0.00192  0.00260  0.00346  0.00565  0.00294  0.00311
   45  Theta_9         0.00184  0.00293  0.00387  0.00480  0.00744  0.00419  0.00440
   45  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   913.60
   45  M_3->4             0.00     0.00  1525.88 28076.17 64697.27 28381.35   833.25
   45  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   702.45
   45  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   594.78
   45  M_6->7             0.00     0.00  1525.88 28076.17 64697.27 28381.35   973.38
   45  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   713.01
   45  M_8->9             0.00     0.00  1525.88 28076.17 64697.27 28381.35   925.48
   45  D_6->1          0.00000  0.00027  0.00110  0.00187  0.00373  0.00163  0.00118
   45  D_2->3          0.00000  0.00020  0.00103  0.00180  0.00387  0.00157  0.00114
   45  D_3->4          0.00000  0.00033  0.00130  0.00207  0.00420  0.00177  0.00139
   45  D_4->5          0.00000  0.00040  0.00130  0.00213  0.00427  0.00177  0.00145
   45  D_5->6          0.00000  0.00053  0.00157  0.00240  0.00460  0.00197  0.00168
   45  D_6->7          0.00000  0.00027  0.00117  0.00193  0.00407  0.00170  0.00129
   45  D_7->8          0.00000  0.00040  0.00130  0.00213  0.00420  0.00177  0.00142
   45  D_8->9          0.00000  0.00033  0.00117  0.00193  0.00387  0.00163  0.00123
   46  Theta_1         0.00056  0.00134  0.00185  0.00241  0.00385  0.00202  0.00212
   46  Theta_2         0.00019  0.00084  0.00124  0.00165  0.00259  0.00132  0.00137
   46  Theta_3         0.00016  0.00087  0.00131  0.00179  0.00303  0.00145  0.00153
   46  Theta_4         0.00054  0.00130  0.00177  0.00231  0.00364  0.00193  0.00202
   46  Theta_5         0.00101  0.00186  0.00238  0.00294  0.00435  0.00252  0.00260
   46  Theta_6         0.00062  0.00140  0.00187  0.00237  0.00364  0.00199  0.00206
   46  Theta_7         0.00062  0.00142  0.00190  0.00240  0.00368  0.00201  0.00209
   46  Theta_8         0.00065  0.00145  0.00194  0.00247  0.00381  0.00208  0.00216
   46  Theta_9         0.00113  0.00203  0.00258  0.00317  0.00464  0.00273  0.00281
   46  M_2->3             0.00     0.00  1525.88 28076.17 64086.91 28381.35   795.61
   46  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   729.73
   46  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   678.39
   46  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   707.99
   46  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   739.06
   46  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   725.51
   46  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   713.44
   46  D_6->1          0.00000  0.00020  0.00097  0.00167  0.00333  0.00150  0.00101
   46  D_2->3          0.00000  0.00020  0.00097  0.00167  0.00327  0.00150  0.00102
   46  D_3->4          0.00000  0.00027  0.00103  0.00180  0.00333  0.00150  0.00106
   46  D_4->5          0.00000  0.00033  0.00110  0.00187  0.00340  0.00157  0.00113
   46  D_5->6          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00112
   46  D_6->7          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00111
   46  D_7->8          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00112
   46  D_8->9          0.00000  0.00027  0.00110  0.00187  0.00353  0.00157  0.00115
   47  Theta_1         0.00059  0.00139  0.00190  0.00250  0.00393  0.00210  0.00219
   47  Theta_2         0.00016  0.00080  0.00120  0.00159  0.00250  0.00127  0.00131
   47  Theta_3         0.00018  0.00088  0.00135  0.00186  0.00322  0.00151  0.00162
   47  Theta_4         0.00056  0.00135  0.00183  0.00239  0.00372  0.00199  0.00208
